team_long_name,season,stage,goals_scored,goals_conceded,goal_difference
Valenciennes FC,2013/2014,12,3,1,2
Valenciennes FC,2013/2014,13,1,1,0
Valenciennes FC,2013/2014,14,1,1,0
Valenciennes FC,2013/2014,15,0,1,-1
Valenciennes FC,2013/2014,16,1,2,-1
Valenciennes FC,2013/2014,17,1,1,0
Valenciennes FC,2013/2014,18,1,2,-1
Valenciennes FC,2013/2014,19,2,1,1
Valenciennes FC,2013/2014,20,3,2,1
Valenciennes FC,2013/2014,21,1,2,-1
Valenciennes FC,2013/2014,22,1,1,0
Valenciennes FC,2013/2014,23,0,3,-3
Valenciennes FC,2013/2014,24,2,1,1
Valenciennes FC,2013/2014,25,0,3,-3
Valenciennes FC,2013/2014,26,2,2,0
Valenciennes FC,2013/2014,27,1,3,-2
Valenciennes FC,2013/2014,28,2,1,1
Valenciennes FC,2013/2014,29,1,0,1
Valenciennes FC,2013/2014,30,2,3,-1
Valenciennes FC,2013/2014,31,0,0,0
Valenciennes FC,2013/2014,32,1,2,-1
Valenciennes FC,2013/2014,33,0,1,-1
Valenciennes FC,2013/2014,34,2,6,-4
Valenciennes FC,2013/2014,35,0,1,-1
Valenciennes FC,2013/2014,36,0,1,-1
Valenciennes FC,2013/2014,37,1,2,-1
Valenciennes FC,2013/2014,38,1,3,-2
VfB Stuttgart,2008/2009,1,3,1,2
VfB Stuttgart,2008/2009,2,0,2,-2
VfB Stuttgart,2008/2009,3,2,0,2
VfB Stuttgart,2008/2009,4,0,0,0
VfB Stuttgart,2008/2009,5,3,1,2
VfB Stuttgart,2008/2009,6,0,3,-3
VfB Stuttgart,2008/2009,7,4,1,3
VfB Stuttgart,2008/2009,8,1,2,-1
VfB Stuttgart,2008/2009,9,2,0,2
VfB Stuttgart,2008/2009,10,0,2,-2
VfB Stuttgart,2008/2009,11,1,3,-2
VfB Stuttgart,2008/2009,12,2,2,0
VfB Stuttgart,2008/2009,13,0,0,0
VfB Stuttgart,2008/2009,14,1,4,-3
VfB Stuttgart,2008/2009,15,2,0,2
VfB Stuttgart,2008/2009,16,3,0,3
VfB Stuttgart,2008/2009,17,2,2,0
VfB Stuttgart,2008/2009,18,2,0,2
VfB Stuttgart,2008/2009,19,4,2,2
VfB Stuttgart,2008/2009,20,3,3,0
VfB Stuttgart,2008/2009,21,3,3,0
VfB Stuttgart,2008/2009,22,2,0,2
VfB Stuttgart,2008/2009,23,2,1,1
VfB Stuttgart,2008/2009,24,0,4,-4
VfB Stuttgart,2008/2009,25,2,0,2
VfB Stuttgart,2008/2009,26,2,1,1
VfB Stuttgart,2008/2009,27,1,0,1
VfB Stuttgart,2008/2009,28,3,0,3
VfB Stuttgart,2008/2009,29,2,0,2
VfB Stuttgart,2008/2009,30,2,2,0
VfB Stuttgart,2008/2009,31,4,1,3
VfB Stuttgart,2008/2009,32,2,1,1
VfB Stuttgart,2008/2009,33,2,0,2
VfB Stuttgart,2008/2009,34,1,2,-1
VfB Stuttgart,2009/2010,1,0,2,-2
VfB Stuttgart,2009/2010,2,4,2,2
VfB Stuttgart,2009/2010,3,1,1,0
VfB Stuttgart,2009/2010,4,0,0,0
VfB Stuttgart,2009/2010,5,1,3,-2
VfB Stuttgart,2009/2010,6,0,2,-2
VfB Stuttgart,2009/2010,7,3,0,3
VfB Stuttgart,2009/2010,8,0,2,-2
VfB Stuttgart,2009/2010,9,1,2,-1
VfB Stuttgart,2009/2010,10,0,1,-1
VfB Stuttgart,2009/2010,11,0,0,0
VfB Stuttgart,2009/2010,12,0,0,0
VfB Stuttgart,2009/2010,13,1,1,0
VfB Stuttgart,2009/2010,14,0,4,-4
VfB Stuttgart,2009/2010,15,1,1,0
VfB Stuttgart,2009/2010,16,1,1,0
VfB Stuttgart,2009/2010,17,3,1,2
VfB Stuttgart,2009/2010,18,3,1,2
VfB Stuttgart,2009/2010,19,1,0,1
VfB Stuttgart,2009/2010,20,4,1,3
VfB Stuttgart,2009/2010,21,2,1,1
VfB Stuttgart,2009/2010,22,1,3,-2
VfB Stuttgart,2009/2010,23,5,1,4
VfB Stuttgart,2009/2010,24,2,1,1
VfB Stuttgart,2009/2010,25,2,2,0
VfB Stuttgart,2009/2010,26,1,2,-1
VfB Stuttgart,2009/2010,27,2,0,2
VfB Stuttgart,2009/2010,28,2,1,1
VfB Stuttgart,2009/2010,29,2,1,1
VfB Stuttgart,2009/2010,30,1,0,1
VfB Stuttgart,2009/2010,31,2,1,1
VfB Stuttgart,2009/2010,32,2,0,2
VfB Stuttgart,2009/2010,33,2,2,0
VfB Stuttgart,2009/2010,34,1,1,0
VfB Stuttgart,2010/2011,1,0,2,-2
VfB Stuttgart,2010/2011,2,1,3,-2
VfB Stuttgart,2010/2011,3,1,2,-1
VfB Stuttgart,2010/2011,4,7,0,7
VfB Stuttgart,2010/2011,5,1,2,-1
VfB Stuttgart,2010/2011,6,1,4,-3
VfB Stuttgart,2010/2011,7,1,2,-1
VfB Stuttgart,2010/2011,8,2,2,0
VfB Stuttgart,2010/2011,9,2,0,2
VfB Stuttgart,2010/2011,10,0,2,-2
VfB Stuttgart,2010/2011,11,6,0,6
VfB Stuttgart,2010/2011,12,3,3,0
VfB Stuttgart,2010/2011,13,0,1,-1
VfB Stuttgart,2010/2011,14,2,4,-2
VfB Stuttgart,2010/2011,15,1,1,0
VfB Stuttgart,2010/2011,16,1,2,-1
VfB Stuttgart,2010/2011,17,3,5,-2
VfB Stuttgart,2010/2011,18,1,0,1
VfB Stuttgart,2010/2011,19,1,1,0
VfB Stuttgart,2010/2011,20,0,1,-1
VfB Stuttgart,2010/2011,21,3,2,1
VfB Stuttgart,2010/2011,22,1,4,-3
VfB Stuttgart,2010/2011,23,2,4,-2
VfB Stuttgart,2010/2011,24,2,0,2
VfB Stuttgart,2010/2011,25,1,0,1
VfB Stuttgart,2010/2011,26,2,1,1
VfB Stuttgart,2010/2011,27,1,1,0
VfB Stuttgart,2010/2011,28,1,1,0
VfB Stuttgart,2010/2011,29,2,4,-2
VfB Stuttgart,2010/2011,30,3,1,2
VfB Stuttgart,2010/2011,31,3,0,3
VfB Stuttgart,2010/2011,32,2,1,1
VfB Stuttgart,2010/2011,33,2,1,1
VfB Stuttgart,2010/2011,34,1,2,-1
VfB Stuttgart,2011/2012,1,3,0,3
VfB Stuttgart,2011/2012,2,1,1,0
VfB Stuttgart,2011/2012,3,0,1,-1
VfB Stuttgart,2011/2012,4,0,1,-1
VfB Stuttgart,2011/2012,5,3,0,3
VfB Stuttgart,2011/2012,6,2,1,1
VfB Stuttgart,2011/2012,7,1,2,-1
VfB Stuttgart,2011/2012,8,2,0,2
VfB Stuttgart,2011/2012,9,2,0,2
VfB Stuttgart,2011/2012,10,2,2,0
VfB Stuttgart,2011/2012,11,1,1,0
VfB Stuttgart,2011/2012,12,1,3,-2
VfB Stuttgart,2011/2012,13,2,1,1
VfB Stuttgart,2011/2012,14,0,2,-2
VfB Stuttgart,2011/2012,15,2,2,0
VfB Stuttgart,2011/2012,16,1,2,-1
VfB Stuttgart,2011/2012,17,0,1,-1
VfB Stuttgart,2011/2012,18,1,3,-2
VfB Stuttgart,2011/2012,19,0,3,-3
VfB Stuttgart,2011/2012,20,2,2,0
VfB Stuttgart,2011/2012,21,5,0,5
VfB Stuttgart,2011/2012,22,2,4,-2
VfB Stuttgart,2011/2012,23,4,1,3
VfB Stuttgart,2011/2012,24,4,0,4
VfB Stuttgart,2011/2012,25,0,0,0
VfB Stuttgart,2011/2012,26,2,1,1
VfB Stuttgart,2011/2012,27,1,0,1
VfB Stuttgart,2011/2012,28,4,4,0
VfB Stuttgart,2011/2012,29,4,1,3
VfB Stuttgart,2011/2012,30,3,1,2
VfB Stuttgart,2011/2012,31,4,1,3
VfB Stuttgart,2011/2012,32,1,1,0
VfB Stuttgart,2011/2012,33,0,2,-2
VfB Stuttgart,2011/2012,34,3,2,1
VfB Stuttgart,2012/2013,1,0,1,-1
VfB Stuttgart,2012/2013,2,1,6,-5
VfB Stuttgart,2012/2013,3,0,0,0
VfB Stuttgart,2012/2013,4,2,2,0
VfB Stuttgart,2012/2013,5,0,3,-3
VfB Stuttgart,2012/2013,6,2,0,2
VfB Stuttgart,2012/2013,7,2,2,0
VfB Stuttgart,2012/2013,8,1,0,1
VfB Stuttgart,2012/2013,9,2,1,1
VfB Stuttgart,2012/2013,10,0,0,0
VfB Stuttgart,2012/2013,11,2,4,-2
VfB Stuttgart,2012/2013,12,2,1,1
VfB Stuttgart,2012/2013,13,0,3,-3
VfB Stuttgart,2012/2013,14,2,1,1
VfB Stuttgart,2012/2013,15,1,0,1
VfB Stuttgart,2012/2013,16,3,1,2
VfB Stuttgart,2012/2013,17,1,3,-2
VfB Stuttgart,2012/2013,18,0,2,-2
VfB Stuttgart,2012/2013,19,0,2,-2
VfB Stuttgart,2012/2013,20,1,3,-2
VfB Stuttgart,2012/2013,21,1,4,-3
VfB Stuttgart,2012/2013,22,1,0,1
VfB Stuttgart,2012/2013,23,1,1,0
VfB Stuttgart,2012/2013,24,1,2,-1
VfB Stuttgart,2012/2013,25,0,1,-1
VfB Stuttgart,2012/2013,26,2,1,1
VfB Stuttgart,2012/2013,27,1,2,-1
VfB Stuttgart,2012/2013,28,0,0,0
VfB Stuttgart,2012/2013,29,2,0,2
VfB Stuttgart,2012/2013,30,2,1,1
VfB Stuttgart,2012/2013,31,0,3,-3
VfB Stuttgart,2012/2013,32,0,2,-2
VfB Stuttgart,2012/2013,33,2,1,1
VfB Stuttgart,2012/2013,34,2,2,0
VfB Stuttgart,2013/2014,1,2,3,-1
VfB Stuttgart,2013/2014,2,0,1,-1
VfB Stuttgart,2013/2014,3,1,2,-1
VfB Stuttgart,2013/2014,4,6,2,4
VfB Stuttgart,2013/2014,5,1,0,1
VfB Stuttgart,2013/2014,6,1,1,0
VfB Stuttgart,2013/2014,7,4,0,4
VfB Stuttgart,2013/2014,8,1,1,0
VfB Stuttgart,2013/2014,9,3,3,0
VfB Stuttgart,2013/2014,10,1,1,0
VfB Stuttgart,2013/2014,11,1,6,-5
VfB Stuttgart,2013/2014,12,3,1,2
VfB Stuttgart,2013/2014,13,0,2,-2
VfB Stuttgart,2013/2014,14,0,3,-3
VfB Stuttgart,2013/2014,15,4,2,2
VfB Stuttgart,2013/2014,16,1,3,-2
VfB Stuttgart,2013/2014,17,1,2,-1
VfB Stuttgart,2013/2014,18,1,2,-1
VfB Stuttgart,2013/2014,19,1,2,-1
VfB Stuttgart,2013/2014,20,1,4,-3
VfB Stuttgart,2013/2014,21,1,4,-3
VfB Stuttgart,2013/2014,22,1,2,-1
VfB Stuttgart,2013/2014,23,1,2,-1
VfB Stuttgart,2013/2014,24,2,2,0
VfB Stuttgart,2013/2014,25,1,1,0
VfB Stuttgart,2013/2014,26,1,0,1
VfB Stuttgart,2013/2014,27,0,2,-2
VfB Stuttgart,2013/2014,28,2,3,-1
VfB Stuttgart,2013/2014,29,2,0,2
VfB Stuttgart,2013/2014,30,1,1,0
VfB Stuttgart,2013/2014,31,3,1,2
VfB Stuttgart,2013/2014,32,0,0,0
VfB Stuttgart,2013/2014,33,1,2,-1
VfB Stuttgart,2013/2014,34,0,1,-1
VfB Stuttgart,2014/2015,1,1,1,0
VfB Stuttgart,2014/2015,2,0,2,-2
VfB Stuttgart,2014/2015,3,0,2,-2
VfB Stuttgart,2014/2015,4,0,2,-2
VfB Stuttgart,2014/2015,5,2,2,0
VfB Stuttgart,2014/2015,6,1,0,1
VfB Stuttgart,2014/2015,7,2,3,-1
VfB Stuttgart,2014/2015,8,3,3,0
VfB Stuttgart,2014/2015,9,5,4,1
VfB Stuttgart,2014/2015,10,0,4,-4
VfB Stuttgart,2014/2015,11,0,2,-2
VfB Stuttgart,2014/2015,12,0,1,-1
VfB Stuttgart,2014/2015,13,4,1,3
VfB Stuttgart,2014/2015,14,0,4,-4
VfB Stuttgart,2014/2015,15,1,1,0
VfB Stuttgart,2014/2015,16,1,0,1
VfB Stuttgart,2014/2015,17,0,0,0
VfB Stuttgart,2014/2015,18,0,1,-1
VfB Stuttgart,2014/2015,19,0,0,0
VfB Stuttgart,2014/2015,20,0,2,-2
VfB Stuttgart,2014/2015,21,1,2,-1
VfB Stuttgart,2014/2015,22,2,3,-1
VfB Stuttgart,2014/2015,23,1,1,0
VfB Stuttgart,2014/2015,24,0,0,0
VfB Stuttgart,2014/2015,25,0,4,-4
VfB Stuttgart,2014/2015,26,3,1,2
VfB Stuttgart,2014/2015,27,1,3,-2
VfB Stuttgart,2014/2015,28,3,2,1
VfB Stuttgart,2014/2015,29,1,2,-1
VfB Stuttgart,2014/2015,30,2,2,0
VfB Stuttgart,2014/2015,31,2,3,-1
VfB Stuttgart,2014/2015,32,2,0,2
VfB Stuttgart,2014/2015,33,2,1,1
VfB Stuttgart,2014/2015,34,2,1,1
VfB Stuttgart,2015/2016,1,1,3,-2
VfB Stuttgart,2015/2016,2,2,3,-1
VfB Stuttgart,2015/2016,3,1,4,-3
VfB Stuttgart,2015/2016,4,1,2,-1
VfB Stuttgart,2015/2016,5,0,1,-1
VfB Stuttgart,2015/2016,6,3,1,2
VfB Stuttgart,2015/2016,7,1,3,-2
VfB Stuttgart,2015/2016,8,2,2,0
VfB Stuttgart,2015/2016,9,1,0,1
VfB Stuttgart,2015/2016,10,3,4,-1
VfB Stuttgart,2015/2016,11,2,0,2
VfB Stuttgart,2015/2016,12,0,4,-4
VfB Stuttgart,2015/2016,13,0,4,-4
VfB Stuttgart,2015/2016,14,1,4,-3
VfB Stuttgart,2015/2016,15,1,1,0
VfB Stuttgart,2015/2016,16,0,0,0
VfB Stuttgart,2015/2016,17,3,1,2
VfB Stuttgart,2015/2016,18,3,1,2
VfB Stuttgart,2015/2016,19,2,1,1
VfB Stuttgart,2015/2016,20,4,2,2
VfB Stuttgart,2015/2016,21,2,0,2
VfB Stuttgart,2015/2016,22,1,1,0
VfB Stuttgart,2015/2016,23,1,2,-1
VfB Stuttgart,2015/2016,24,0,4,-4
VfB Stuttgart,2015/2016,25,5,1,4
VfB Stuttgart,2015/2016,26,3,3,0
VfB Stuttgart,2015/2016,27,0,2,-2
VfB Stuttgart,2015/2016,28,2,2,0
VfB Stuttgart,2015/2016,29,1,3,-2
VfB Stuttgart,2015/2016,30,0,1,-1
VfB Stuttgart,2015/2016,31,0,3,-3
VfB Stuttgart,2015/2016,32,2,6,-4
VfB Stuttgart,2015/2016,33,1,3,-2
VfB Stuttgart,2015/2016,34,1,3,-2
VfL Bochum,2008/2009,1,0,1,-1
VfL Bochum,2008/2009,2,2,2,0
VfL Bochum,2008/2009,3,0,1,-1
VfL Bochum,2008/2009,4,2,0,2
VfL Bochum,2008/2009,5,1,1,0
VfL Bochum,2008/2009,6,2,3,-1
VfL Bochum,2008/2009,7,3,3,0
VfL Bochum,2008/2009,8,2,2,0
VfL Bochum,2008/2009,9,0,2,-2
VfL Bochum,2008/2009,10,1,3,-2
VfL Bochum,2008/2009,11,1,1,0
VfL Bochum,2008/2009,12,0,0,0
VfL Bochum,2008/2009,13,1,1,0
VfL Bochum,2008/2009,14,2,3,-1
VfL Bochum,2008/2009,15,1,1,0
VfL Bochum,2008/2009,16,0,4,-4
VfL Bochum,2008/2009,17,1,2,-1
VfL Bochum,2008/2009,18,2,0,2
VfL Bochum,2008/2009,19,0,2,-2
VfL Bochum,2008/2009,20,2,1,1
VfL Bochum,2008/2009,21,1,1,0
VfL Bochum,2008/2009,22,3,2,1
VfL Bochum,2008/2009,23,1,1,0
VfL Bochum,2008/2009,24,0,3,-3
VfL Bochum,2008/2009,25,1,0,1
VfL Bochum,2008/2009,26,1,2,-1
VfL Bochum,2008/2009,27,3,0,3
VfL Bochum,2008/2009,28,0,2,-2
VfL Bochum,2008/2009,29,2,3,-1
VfL Bochum,2008/2009,30,0,2,-2
VfL Bochum,2008/2009,31,0,2,-2
VfL Bochum,2008/2009,32,1,3,-2
VfL Bochum,2008/2009,33,2,0,2
VfL Bochum,2008/2009,34,1,1,0
VfL Bochum,2009/2010,1,3,3,0
VfL Bochum,2009/2010,2,0,3,-3
VfL Bochum,2009/2010,3,1,0,1
VfL Bochum,2009/2010,4,1,2,-1
VfL Bochum,2009/2010,5,0,3,-3
VfL Bochum,2009/2010,6,2,3,-1
VfL Bochum,2009/2010,7,1,0,1
VfL Bochum,2009/2010,8,1,1,0
VfL Bochum,2009/2010,9,0,2,-2
VfL Bochum,2009/2010,10,1,4,-3
VfL Bochum,2009/2010,11,1,2,-1
VfL Bochum,2009/2010,12,1,2,-1
VfL Bochum,2009/2010,13,1,0,1
VfL Bochum,2009/2010,14,0,0,0
VfL Bochum,2009/2010,15,1,1,0
VfL Bochum,2009/2010,16,1,5,-4
VfL Bochum,2009/2010,17,3,2,1
VfL Bochum,2009/2010,18,2,1,1
VfL Bochum,2009/2010,19,2,2,0
VfL Bochum,2009/2010,20,0,0,0
VfL Bochum,2009/2010,21,1,1,0
VfL Bochum,2009/2010,22,2,1,1
VfL Bochum,2009/2010,23,0,0,0
VfL Bochum,2009/2010,24,0,0,0
VfL Bochum,2009/2010,25,1,4,-3
VfL Bochum,2009/2010,26,1,4,-3
VfL Bochum,2009/2010,27,2,3,-1
VfL Bochum,2009/2010,28,1,2,-1
VfL Bochum,2009/2010,29,1,1,0
VfL Bochum,2009/2010,30,1,2,-1
VfL Bochum,2009/2010,31,0,2,-2
VfL Bochum,2009/2010,32,0,2,-2
VfL Bochum,2009/2010,33,1,3,-2
VfL Bochum,2009/2010,34,0,3,-3
VfL Wolfsburg,2008/2009,1,2,1,1
VfL Wolfsburg,2008/2009,2,2,2,0
VfL Wolfsburg,2008/2009,3,2,2,0
VfL Wolfsburg,2008/2009,4,2,2,0
VfL Wolfsburg,2008/2009,5,3,0,3
VfL Wolfsburg,2008/2009,6,1,2,-1
VfL Wolfsburg,2008/2009,7,2,2,0
VfL Wolfsburg,2008/2009,8,4,1,3
VfL Wolfsburg,2008/2009,9,2,4,-2
VfL Wolfsburg,2008/2009,10,3,0,3
VfL Wolfsburg,2008/2009,11,0,2,-2
VfL Wolfsburg,2008/2009,12,3,0,3
VfL Wolfsburg,2008/2009,13,2,3,-1
VfL Wolfsburg,2008/2009,14,4,1,3
VfL Wolfsburg,2008/2009,15,0,0,0
VfL Wolfsburg,2008/2009,16,2,1,1
VfL Wolfsburg,2008/2009,17,1,2,-1
VfL Wolfsburg,2008/2009,18,1,1,0
VfL Wolfsburg,2008/2009,19,2,0,2
VfL Wolfsburg,2008/2009,20,2,0,2
VfL Wolfsburg,2008/2009,21,2,1,1
VfL Wolfsburg,2008/2009,22,3,1,2
VfL Wolfsburg,2008/2009,23,1,0,1
VfL Wolfsburg,2008/2009,24,4,3,1
VfL Wolfsburg,2008/2009,25,3,0,3
VfL Wolfsburg,2008/2009,26,5,1,4
VfL Wolfsburg,2008/2009,27,2,1,1
VfL Wolfsburg,2008/2009,28,2,1,1
VfL Wolfsburg,2008/2009,29,0,2,-2
VfL Wolfsburg,2008/2009,30,4,0,4
VfL Wolfsburg,2008/2009,31,1,4,-3
VfL Wolfsburg,2008/2009,32,3,0,3
VfL Wolfsburg,2008/2009,33,5,0,5
VfL Wolfsburg,2008/2009,34,5,1,4
VfL Wolfsburg,2009/2010,1,2,0,2
VfL Wolfsburg,2009/2010,2,3,1,2
VfL Wolfsburg,2009/2010,3,2,4,-2
VfL Wolfsburg,2009/2010,4,0,3,-3
VfL Wolfsburg,2009/2010,5,2,3,-1
VfL Wolfsburg,2009/2010,6,2,1,1
VfL Wolfsburg,2009/2010,7,4,2,2
VfL Wolfsburg,2009/2010,8,1,1,0
VfL Wolfsburg,2009/2010,9,2,1,1
VfL Wolfsburg,2009/2010,10,0,0,0
VfL Wolfsburg,2009/2010,11,3,3,0
VfL Wolfsburg,2009/2010,12,2,1,1
VfL Wolfsburg,2009/2010,13,2,3,-1
VfL Wolfsburg,2009/2010,14,2,2,0
VfL Wolfsburg,2009/2010,15,2,2,0
VfL Wolfsburg,2009/2010,16,1,3,-2
VfL Wolfsburg,2009/2010,17,2,2,0
VfL Wolfsburg,2009/2010,18,1,3,-2
VfL Wolfsburg,2009/2010,19,2,3,-1
VfL Wolfsburg,2009/2010,20,1,1,0
VfL Wolfsburg,2009/2010,21,1,3,-2
VfL Wolfsburg,2009/2010,22,1,2,-1
VfL Wolfsburg,2009/2010,23,2,1,1
VfL Wolfsburg,2009/2010,24,1,0,1
VfL Wolfsburg,2009/2010,25,4,1,3
VfL Wolfsburg,2009/2010,26,4,0,4
VfL Wolfsburg,2009/2010,27,1,5,-4
VfL Wolfsburg,2009/2010,28,2,0,2
VfL Wolfsburg,2009/2010,29,4,0,4
VfL Wolfsburg,2009/2010,30,2,0,2
VfL Wolfsburg,2009/2010,31,2,4,-2
VfL Wolfsburg,2009/2010,32,0,1,-1
VfL Wolfsburg,2009/2010,33,1,1,0
VfL Wolfsburg,2009/2010,34,3,1,2
VfL Wolfsburg,2010/2011,1,1,2,-1
VfL Wolfsburg,2010/2011,2,3,4,-1
VfL Wolfsburg,2010/2011,3,0,2,-2
VfL Wolfsburg,2010/2011,4,2,0,2
VfL Wolfsburg,2010/2011,5,3,1,2
VfL Wolfsburg,2010/2011,6,2,1,1
VfL Wolfsburg,2010/2011,7,1,1,0
VfL Wolfsburg,2010/2011,8,2,3,-1
VfL Wolfsburg,2010/2011,9,1,2,-1
VfL Wolfsburg,2010/2011,10,2,0,2
VfL Wolfsburg,2010/2011,11,1,3,-2
VfL Wolfsburg,2010/2011,12,2,2,0
VfL Wolfsburg,2010/2011,13,1,1,0
VfL Wolfsburg,2010/2011,14,1,1,0
VfL Wolfsburg,2010/2011,15,0,0,0
VfL Wolfsburg,2010/2011,16,0,0,0
VfL Wolfsburg,2010/2011,17,2,2,0
VfL Wolfsburg,2010/2011,18,1,1,0
VfL Wolfsburg,2010/2011,19,1,0,1
VfL Wolfsburg,2010/2011,20,0,3,-3
VfL Wolfsburg,2010/2011,21,0,1,-1
VfL Wolfsburg,2010/2011,22,0,1,-1
VfL Wolfsburg,2010/2011,23,1,2,-1
VfL Wolfsburg,2010/2011,24,2,1,1
VfL Wolfsburg,2010/2011,25,0,3,-3
VfL Wolfsburg,2010/2011,26,1,2,-1
VfL Wolfsburg,2010/2011,27,1,1,0
VfL Wolfsburg,2010/2011,28,1,1,0
VfL Wolfsburg,2010/2011,29,0,1,-1
VfL Wolfsburg,2010/2011,30,2,2,0
VfL Wolfsburg,2010/2011,31,4,1,3
VfL Wolfsburg,2010/2011,32,1,0,1
VfL Wolfsburg,2010/2011,33,1,2,-1
VfL Wolfsburg,2010/2011,34,3,1,2
VfL Wolfsburg,2011/2012,1,3,0,3
VfL Wolfsburg,2011/2012,2,0,1,-1
VfL Wolfsburg,2011/2012,3,1,4,-3
VfL Wolfsburg,2011/2012,4,0,3,-3
VfL Wolfsburg,2011/2012,5,2,1,1
VfL Wolfsburg,2011/2012,6,1,3,-2
VfL Wolfsburg,2011/2012,7,1,0,1
VfL Wolfsburg,2011/2012,8,1,3,-2
VfL Wolfsburg,2011/2012,9,2,1,1
VfL Wolfsburg,2011/2012,10,1,1,0
VfL Wolfsburg,2011/2012,11,2,3,-1
VfL Wolfsburg,2011/2012,12,1,5,-4
VfL Wolfsburg,2011/2012,13,4,1,3
VfL Wolfsburg,2011/2012,14,0,2,-2
VfL Wolfsburg,2011/2012,15,2,2,0
VfL Wolfsburg,2011/2012,16,1,4,-3
VfL Wolfsburg,2011/2012,17,1,0,1
VfL Wolfsburg,2011/2012,18,1,0,1
VfL Wolfsburg,2011/2012,19,0,2,-2
VfL Wolfsburg,2011/2012,20,0,0,0
VfL Wolfsburg,2011/2012,21,3,2,1
VfL Wolfsburg,2011/2012,22,0,4,-4
VfL Wolfsburg,2011/2012,23,1,2,-1
VfL Wolfsburg,2011/2012,24,0,0,0
VfL Wolfsburg,2011/2012,25,3,2,1
VfL Wolfsburg,2011/2012,26,3,1,2
VfL Wolfsburg,2011/2012,27,2,1,1
VfL Wolfsburg,2011/2012,28,4,1,3
VfL Wolfsburg,2011/2012,29,1,3,-2
VfL Wolfsburg,2011/2012,30,0,2,-2
VfL Wolfsburg,2011/2012,31,1,2,-1
VfL Wolfsburg,2011/2012,32,0,0,0
VfL Wolfsburg,2011/2012,33,3,1,2
VfL Wolfsburg,2011/2012,34,2,3,-1
VfL Wolfsburg,2012/2013,1,1,0,1
VfL Wolfsburg,2012/2013,2,0,4,-4
VfL Wolfsburg,2012/2013,3,0,0,0
VfL Wolfsburg,2012/2013,4,1,1,0
VfL Wolfsburg,2012/2013,5,0,3,-3
VfL Wolfsburg,2012/2013,6,0,2,-2
VfL Wolfsburg,2012/2013,7,0,3,-3
VfL Wolfsburg,2012/2013,8,0,2,-2
VfL Wolfsburg,2012/2013,9,4,1,3
VfL Wolfsburg,2012/2013,10,0,1,-1
VfL Wolfsburg,2012/2013,11,3,1,2
VfL Wolfsburg,2012/2013,12,3,1,2
VfL Wolfsburg,2012/2013,13,1,1,0
VfL Wolfsburg,2012/2013,14,0,2,-2
VfL Wolfsburg,2012/2013,15,1,1,0
VfL Wolfsburg,2012/2013,16,3,2,1
VfL Wolfsburg,2012/2013,17,0,2,-2
VfL Wolfsburg,2012/2013,18,2,0,2
VfL Wolfsburg,2012/2013,19,1,2,-1
VfL Wolfsburg,2012/2013,20,1,1,0
VfL Wolfsburg,2012/2013,21,1,0,1
VfL Wolfsburg,2012/2013,22,0,2,-2
VfL Wolfsburg,2012/2013,23,1,1,0
VfL Wolfsburg,2012/2013,24,1,4,-3
VfL Wolfsburg,2012/2013,25,5,2,3
VfL Wolfsburg,2012/2013,26,1,1,0
VfL Wolfsburg,2012/2013,27,2,2,0
VfL Wolfsburg,2012/2013,28,1,1,0
VfL Wolfsburg,2012/2013,29,2,2,0
VfL Wolfsburg,2012/2013,30,3,0,3
VfL Wolfsburg,2012/2013,31,3,1,2
VfL Wolfsburg,2012/2013,32,1,1,0
VfL Wolfsburg,2012/2013,33,3,3,0
VfL Wolfsburg,2012/2013,34,2,2,0
VfL Wolfsburg,2013/2014,1,0,2,-2
VfL Wolfsburg,2013/2014,2,4,0,4
VfL Wolfsburg,2013/2014,3,0,2,-2
VfL Wolfsburg,2013/2014,4,2,0,2
VfL Wolfsburg,2013/2014,5,1,3,-2
VfL Wolfsburg,2013/2014,6,2,1,1
VfL Wolfsburg,2013/2014,7,0,1,-1
VfL Wolfsburg,2013/2014,8,0,2,-2
VfL Wolfsburg,2013/2014,9,2,1,1
VfL Wolfsburg,2013/2014,10,3,0,3
VfL Wolfsburg,2013/2014,11,2,1,1
VfL Wolfsburg,2013/2014,12,2,1,1
VfL Wolfsburg,2013/2014,13,1,1,0
VfL Wolfsburg,2013/2014,14,1,1,0
VfL Wolfsburg,2013/2014,15,3,0,3
VfL Wolfsburg,2013/2014,16,3,1,2
VfL Wolfsburg,2013/2014,17,2,2,0
VfL Wolfsburg,2013/2014,18,1,3,-2
VfL Wolfsburg,2013/2014,19,1,2,-1
VfL Wolfsburg,2013/2014,20,3,0,3
VfL Wolfsburg,2013/2014,21,2,1,1
VfL Wolfsburg,2013/2014,22,3,1,2
VfL Wolfsburg,2013/2014,23,2,6,-4
VfL Wolfsburg,2013/2014,24,1,6,-5
VfL Wolfsburg,2013/2014,25,1,1,0
VfL Wolfsburg,2013/2014,26,1,1,0
VfL Wolfsburg,2013/2014,27,3,1,2
VfL Wolfsburg,2013/2014,28,2,1,1
VfL Wolfsburg,2013/2014,29,1,2,-1
VfL Wolfsburg,2013/2014,30,4,1,3
VfL Wolfsburg,2013/2014,31,3,1,2
VfL Wolfsburg,2013/2014,32,2,2,0
VfL Wolfsburg,2013/2014,33,2,1,1
